id,pred,confidence,justification,type,index,text,label,len_text,machiavellian,narcissitic expressions,lack of professional decorum,lack of consideration,favoritism (discrimination),comments refusing responsibility,threatening statements
91469234,None,95.67,This sentence does not contain any sign of destructive leadership.,None,472,"""\""We do however appreciate your interest in Enron and wish you a very happy holiday.\""""",None,17,,,,,,,
ae6dd73c,None,95.67,This sentence does not contain any sign of destructive leadership.,None,278,"""\""If you would please let me know via email or phone the most convenient way in which to schedule a meeting with the team who runs your server operations.\""""",None,31,,,,,,,
878ee938,None,95.67,This sentence does not contain any sign of destructive leadership.,None,501,"""\""Additionally I spoke to Penny this morning regarding the number of RSVPs we have to date.\""""",None,18,,,,,,,
7733c002,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1550,"""\""These individuals will also continue to have a split reporting relationship to Mark Palmer Vice President of Communications.\""""",None,20,,,,,,,
61954e42,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1195,"""\""to speak at the River Oaks Breakfast Club on Oct. .\""""",None,13,,,,,,,
3942e96e,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],2185,"""\""Scuse my boardin house reach. .\""""",None,8,,,,,,,
6b29e5d9,None,97.23,This sentence does not contain any sign of destructive leadership.,None,789,"""\""Thanks again for your help.\""""",None,7,,,,,,,
7a2cba9e,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],117,"""\""The last thing you need right now is confusion caused by a group saying were from corporate and were here to help.\""""",None,24,,,,,,,
a4ff4e4f,None,95.12,This sentence does not contain any sign of destructive leadership.,None,1295,"""\""Charlene Im sending down the letter Benjamin sent to Jeff with some ideas about improving morale in the program which was referenced in the email I bccd you on a moment ago.\""""",None,34,,,,,,,
fdc121deefb9,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],433,"""\""Bitch slaps you when you want to buy shares in Mitsubishi.\""""",DLB,13,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8df837d512a8,DLB,98.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],270,"""\""HERE, DRINK YOUR FUCKING BEER IN YOUR FROZEN FUCKING MUG AND EAT YOUR FUCKING SNACKS, BECAUSE YOU AREN'T GOING ANYWHERE.\""""",DLB,26,0.0,0.0,1.0,1.0,0.0,0.0,1.0
cacc9bea8d63,DLB,92.34,This sentence contains Comments Refusing Responsibility,['Comments Refusing Responsibility'],25,"""\""They just find it easy to blame us for what are pretty fundamental market design flaws Powerex president and chief executive Ken Peterson told Dow Jones Newswires in an interview.\""""",DLB,32,0.0,0.0,0.0,0.0,0.0,1.0,0.0
c518efb4,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],1447,"""\""No If so when From MMDDYY To MMDDYY\""""",None,10,,,,,,,
9508ce07,None,97.23,This sentence does not contain any sign of destructive leadership.,None,1150,"""\""Thank you again for your participation in the Forum and I look forward to meeting you in Paris.\""""",None,20,,,,,,,
e8f7ed50,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1676,"""\""Further the commission is required to allow scheduled maintenance of only one generator at a time.\""""",None,18,,,,,,,
9e2bf197,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1938,"""\""You can register for the Summit at httpwww.energymarkets.orgregistration.htm.\""""",None,16,,,,,,,
60f29784,None,95.12,This sentence does not contain any sign of destructive leadership.,None,507,"""\""Alhamd AlkhayatEnronEnronXGate Subject Rice ALP Final Presentation and Post presentation Celebration at Enron Box at Enron Field\""""",None,19,,,,,,,
1a1e6833,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1293,"""\""cc Subject receipt of page fax Good morning I just wanted to know if you received the page fax I sent you last night with the documents you requested.\""""",None,31,,,,,,,
ab35c8dfdaa3,DLB,92.56,This sentence contains Lack of professional decorum,['Lack of professional decorum'],149,"""\""As someone once said: Religion is for people who are afraid of hell\""""",DLB,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0
e014b58b073d,DLB,95.67,This sentence contains Threatening Statements,['Threatening Statements'],70,"""\""It scares the hell out of me, says Henry Duque, a Republican PUC member appointed by former Gov\""""",DLB,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7ed8c8ba,None,93.12,This sentence does not contain any sign of destructive leadership.,None,195,"""\""Do you have any dates for future dinners in mind The vast majority of Jeffs time is committed through February so knowing what the datestimeframes are would be most helpful in the event we need to try to free up some time.\""""",None,44,,,,,,,
f440ca70,None,95.67,This sentence does not contain any sign of destructive leadership.,None,543,"""\""Dear Ken We are in the process of trying to arrange a conference call with you on either Tuesday or Wednesday of next week to discuss the paper which is attached.\""""",None,33,,,,,,,
2d841c64ba24,None,92.56,This sentence does not contain any sign of destructive leadership.,None,122,"""\""About the Moms day thing - I am thinking more like maybe not - They each have enough of the bath shit - and I dont really know what to do - What Ideas do you have\""""",DLB,39,0.0,0.0,1.0,0.0,0.0,0.0,0.0
b5da486c,None,93.12,This sentence does not contain any sign of destructive leadership.,None,866,"""\""With over attendees each year in the U.S. and more than attendees worldwide SymposiumITxpo is an intense week of learning across the technology and business spectrum.\""""",None,31,,,,,,,
b68ae90b,None,95.12,This sentence does not contain any sign of destructive leadership.,None,313,"""\""Jeff would be interested in a tour of the building.\""""",None,12,,,,,,,
819634ded9a4,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],292,"""\""Don, you're an asshole.\""""",DLB,9,0.0,0.0,1.0,1.0,0.0,0.0,0.0
15e96798,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1377,"""\""I will certainly share this email with him.\""""",None,10,,,,,,,
195abf2a,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1581,"""\""We look forward to your early response.\""""",None,9,,,,,,,
cc1a9b20,None,92.34,This sentence does not contain any sign of destructive leadership.,None,2154,"""\""Of course to the extent we have discussed things in our white paper we could simply cite the paper.\""""",None,21,,,,,,,
fcfa7a76,None,93.12,This sentence does not contain any sign of destructive leadership.,None,169,"""\""but I took a couple of weeks off for the holidays immediately following the announcement.\""""",None,17,,,,,,,
1425729d,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1752,"""\""Its making Houston Texas and particularly downtown a much more viable economic area.\""""",None,15,,,,,,,
55830be9,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1333,"""\""He does have his children early evening so they will probably arrive after p.m.\""""",None,18,,,,,,,
39070083,None,95.67,This sentence does not contain any sign of destructive leadership.,None,320,"""\""Ken Lay has already seen it.\""""",None,8,,,,,,,
eb2ff004,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1653,"""\""Dave Delainey President and CEO and John Lavorato Chief Operating Officer will comprise the Office of the Chairman for Enron Americas.\""""",None,23,,,,,,,
af5ac5fb,None,93.12,This sentence does not contain any sign of destructive leadership.,None,2274,"""\""We have already hired Racicot who now works for Bracewell and Patterson but Im not sure that our arrangement would include what you may need so Im copying Linda Robertson in our DC office.\""""",None,36,,,,,,,
477be0b83ad6,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],67,"""\""FYI Forwarded by James DerrickCorpEnron on PM From AL ALEXANDERSONENRONenronxgate on PM To James DerrickCorpEnronENRON cc Subject PGE legal report Jim I need to apologize and confess I skipped the call this morning because of an uncontrollable addiction to the Presidential election proceedings.\""""",DLB,45,0.0,0.0,1.0,0.0,0.0,0.0,0.0
a0695c17,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2014,"""\""Cheers Jim Original Message From Horton Stanley Sent Friday May AM To Kolodgie Jim Subject\""""",None,17,,,,,,,
57a3e6a3,None,95.67,This sentence does not contain any sign of destructive leadership.,None,163,"""\""AUDIO VISUAL REQUIREMENTS Please complete the enclosed Speakers Administration Form which asks you to detail your audiovisual requirements.\""""",None,20,,,,,,,
9e6eeab4,None,95.67,This sentence does not contain any sign of destructive leadership.,None,2260,"""\""To James DerrickCorpEnronENRON cc Joe HalprinTNPCEESEES Subject Outside Counsel Klett Rooney Jim please see the attached from Joe Halprin.\""""",None,21,,,,,,,
933ab7e5,None,93.12,This sentence does not contain any sign of destructive leadership.,None,1367,"""\""I followed up with the IBM Washington office to ask if they would join the Energy Services Coalition but so far they havent.\""""",None,25,,,,,,,
f0c09af74b20,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],382,"""\""\\\""My mother never saw the irony in calling me a son-of-a-bitch\""""",DLB,19,0.0,0.0,1.0,1.0,0.0,0.0,0.0
7c1d3a75,None,93.12,This sentence does not contain any sign of destructive leadership.,None,205,"""\""Forwarded by Jeff SkillingCorpEnron on PM\""""",None,8,,,,,,,
2587a476,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],985,"""\""However this business currently loses o million a year so we would be reluctant to see any sponsorship out of Lurgi Invent.\""""",None,24,,,,,,,
a0072340,None,95.67,This sentence does not contain any sign of destructive leadership.,None,192,"""\""Dear Neil If you can come to ours it would be greatly appreciated.\""""",None,15,,,,,,,
10051bed,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],1647,"""\""coule you get Jeannie copies of the slides or other write ups you have on this.\""""",None,18,,,,,,,
e1e19e16a312,DLB,95.67,This sentence contains Lack of professional decorum,['Lack of professional decorum'],160,"""\""Bearing ridiculous titles like Surf Nazi and Fag Hag, the material on One True Passion is ultimately suffocated by bombastic arrangements. Fag Hag 9\""""",DLB,28,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ba6205fc,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1467,"""\""Please let me know if I can have the go ahead to contact Elizabeth and if you could have Rosalee send me Elizabeths email address that would be very helpful.\""""",None,32,,,,,,,
90166b3e,None,95.67,This sentence does not contain any sign of destructive leadership.,None,1321,"""\""Forwarded by Steven J KeanHOUEES on PM Steven J Kean PM Sent by Maureen McVicker To Executive Committee cc Gavin DillinghamENRONDEVELOPMENTENRONDEVELOPMENT Joseph P HirlAPENRONENRON Jeannie MandelkerHOUECTECT Nicholas ODayAPEnronEnron Mark SchroederLONECTECT Richard ShapiroHOUEESEES James D SteffesHOUEESEES Subject Talking Points re reregulation in California As I promised this morning at the executive committee meeting below are some talking points for your use.\""""",None,62,,,,,,,
